SSN;File;Priority;Line;Description;Rule set;Rule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;270;Avoid variables with short names like cG;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;270;Avoid variables with short names like gH;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;270;Avoid variables with short names like gW;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;287;Do not use global event variable mouseX in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;288;Do not use global event variable mouseY in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;29;Do not change global variable angry from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;32;Do not change global variable angry from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;60;Avoid variables with short names like tx;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;60;Avoid variables with short names like ty;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;65;Avoid variables with short names like mx;Naming;ShortVariable
s2195364;Tutorial2018/s249371dir/genJava/source/P4WCIprojectin1file.pde;3;65;Avoid variables with short names like my;Naming;ShortVariable
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;1;11;Variables should start with a lowercase character, 'Color' starts with uppercase character.;Naming;VariableNamingConventions
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;208;Do not use global event variable mouseButton in method mouse, mouse is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;208;Do not use global event variable mousePressed in method mouse, mouse is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;209;Do not use global event variable mouseX in method mouse, mouse is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;210;Do not use global event variable mouseY in method mouse, mouse is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;213;Do not use global event variable mouseButton in method mouse, mouse is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;213;Do not use global event variable mousePressed in method mouse, mouse is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;27;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;27;Do not change global variable Color from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;29;Do not change global variable Color from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;43;Avoid variables with short names like a;Naming;ShortVariable
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;44;Avoid variables with short names like b;Naming;ShortVariable
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;45;Avoid variables with short names like c;Naming;ShortVariable
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;46;Avoid variables with short names like d;Naming;ShortVariable
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;47;Avoid variables with short names like e;Naming;ShortVariable
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;48;Avoid variables with short names like f;Naming;ShortVariable
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;61;Avoid really long methods.;Code Size;ExcessiveMethodLength
s2174162;Tutorial2018/s247156dir/genJava/source/P4WCIprojectin1file.pde;3;61;The method run is too long, 122 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;104;The method display is too long, 41 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;10;Avoid variables with short names like c4;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;11;Avoid variables with short names like c5;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;12;Avoid variables with short names like c6;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;7;Avoid variables with short names like c1;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;8;Avoid variables with short names like c2;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;92;Avoid variables with short names like r;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;99;Avoid variables with short names like xp;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;99;Avoid variables with short names like yp;Naming;ShortVariable
s2168405;Tutorial2018/s249436dir/genJava/source/P4WCIprojectin1file.pde;3;9;Avoid variables with short names like c3;Naming;ShortVariable
s2163802;Tutorial2018/s249316dir/genJava/source/P4WCIprojectin1file.pde;3;23;Do not use literals for pixels for rect(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2163802;Tutorial2018/s249316dir/genJava/source/P4WCIprojectin1file.pde;3;44;The method display is too long, 48 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2169479;Tutorial2018/s247793dir/genJava/source/P4WCIprojectin1file.pde;3;142;Do not change global variable backgr from method update, update is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2169479;Tutorial2018/s247793dir/genJava/source/P4WCIprojectin1file.pde;3;145;Do not change global variable backgr from method update, update is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s1944045;Tutorial2018/s249329dir/genJava/source/P4WCIprojectin1file.pde;3;4;Avoid variables with short names like r;Naming;ShortVariable
s1944045;Tutorial2018/s249329dir/genJava/source/P4WCIprojectin1file.pde;3;77;The method display is too long, 47 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;1;2;Variables should start with a lowercase character, 'Plane' starts with uppercase character.;Naming;VariableNamingConventions
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;1;3;Variables should start with a lowercase character, 'Sun' starts with uppercase character.;Naming;VariableNamingConventions
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;1;4;Variables should start with a lowercase character, 'Terrain' starts with uppercase character.;Naming;VariableNamingConventions
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;1;5;Variables should start with a lowercase character, 'Package' starts with uppercase character.;Naming;VariableNamingConventions
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;1;94;Variables should start with a lowercase character, 'PackageColor' starts with uppercase character.;Naming;VariableNamingConventions
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;140;Do not use global event variable keyCode in method drop, drop is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;148;Do not use global event variable keyCode in method drop, drop is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;151;Do not use global event variable keyCode in method drop, drop is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;155;Class Sun does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;155;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;161;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawSun.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;164;Class Terrain does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;164;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;170;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method drawTerrain.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;26;Class Gunfire does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;26;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;79;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;79;Do not use global event variable keyPressed in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;80;Do not use global event variable keyCode in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;83;Do not use global event variable keyCode in method move, move is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;85;Avoid empty if statements;Empty Code;EmptyIfStmt
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;92;Avoid variables with short names like xP;Naming;ShortVariable
s2154188;Tutorial2018/s248548dir/genJava/source/P4WCIprojectin1file.pde;3;93;Avoid variables with short names like yP;Naming;ShortVariable
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;1;29;Variables should start with a lowercase character, 'RocketX' starts with uppercase character.;Naming;VariableNamingConventions
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;1;30;Variables should start with a lowercase character, 'RocketY' starts with uppercase character.;Naming;VariableNamingConventions
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;1;33;Variables should start with a lowercase character, 'RocketXspeed' starts with uppercase character.;Naming;VariableNamingConventions
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;1;34;Variables should start with a lowercase character, 'RocketYspeed' starts with uppercase character.;Naming;VariableNamingConventions
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;3;106;Class Star does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;3;108;Document empty constructor;Design;UncommentedEmptyConstructor
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;3;113;Do not use literals for pixels for rect(float*, float*, float, float) inside method display.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2088800;Tutorial2018/s249330dir/genJava/source/P4WCIprojectin1file.pde;3;85;Do not use global event variable keyPressed in method speed, speed is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
