@relation test

@attribute text string
@attribute ClassArff {correct,PixelHardcodeIgnoranceRule,LongMethodRule,SimplifyBooleanExpressions,IfElseStmtsMustUseBraces,VariableNamingConventions,DecentralizedEventHandlingRule,DrawingStateChangeRule,ShortVariable,TooManyFields,DecentralizedDrawingRule,EmptyIfStmt,AtLeastOneConstructor,LongParameterListRule,IfStmtsMustUseBraces,AvoidFieldNameMatchingMethodName,StdCyclomaticComplexity,AvoidFieldNameMatchingTypeName,EmptyStatementNotInLoop,StatelessClassRule,UncommentedEmptyConstructor,MethodNamingConventions,ForLoopsMustUseBraces,FieldDeclarationsShouldBeAtStartOfClass,UnusedFormalParameter,AvoidReassigningParameters,AvoidDeeplyNestedIfStmts,IdempotentOperations}

@data
'color(jellyfishColorR, jellyfishColorG, jellyfishColorB)',correct
'{    jellyfishX = -100;    jellyfishY = PApplet.parseInt(random(200, 500));    jellyfishColorR = PApplet.parseInt(random(0, 255));    jellyfishColorG = PApplet.parseInt(random(255));    jellyfishColorB = PApplet.parseInt(random(255));    jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);    score = score + 1;}',correct
'jellyfishColorR = PApplet.parseInt(random(0, 255))',correct
'narwhalX = width / 2;',correct
'jello.interact()',correct
's',correct
'new Narwhal()',correct
'waterX = 50',correct
'w',correct
'random(255)',correct
'shootLaser',correct
'shootLaser = false;',correct
'jellyfishColorB = PApplet.parseInt(random(255))',correct
'narwhalY = narwhalY + speed',correct
'int waterY;',correct
'narwhalX + 30',correct
'textY = 50;',correct
'points.display()',correct
'jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);',correct
'if (narwhalX > 1150) {    narwhalX = -250;}',correct
'// defining the jellyfishstroke(jellyfishColor);',correct
'fill(bodyColor)',correct
'Narwhal hans;',correct
'hans = new Narwhal()',correct
'stroke(0, 0, 0)',correct
'narwhalY = height / 2;',correct
'int waterX;',correct
'{    // Water    fill(100, 100, 255);    stroke(100, 100, 255);    for (int waterX = 50; waterX < 900; waterX = waterX + 100) {        ellipse(waterX, waterY, 200, 200);    }}',correct
'triangle(narwhalX - 30, narwhalY + 75, narwhalX + 30, narwhalY + 75, narwhalX + 15, narwhalY + 130)',correct
'-100',correct
'waterX < 900',correct
'Score',correct
'score = 0',correct
'if (key == d) {    hans.moveRight();}',correct
'ocean',correct
'tentaclesX + 11',correct
'height / 2',correct
'bodyColor = color(150, 150, 150)',correct
'hans.moveLeft()',correct
'fill(bodyColor);',correct
'ellipse(narwhalX - 60, narwhalY - 30, 15, 15);',correct
'hans.moveRight();',correct
'waterX',correct
'narwhalY - 75',correct
'waterY',correct
'class Score {    int textX;    int textY;    Score() {        textSize(32);        textX = 830;        textY = 50;        score = 0;    }    void display() {        fill(255);        text(score, textX, textY);    }}',correct
'score = score + 1',correct
'int bodyColor;',correct
'narwhalX + 15',correct
'arc(narwhalX - 30, narwhalY, 150, 150, 1.0f * PI, 9)',correct
'hans.shoot();',correct
'fill(255)',correct
'speed',correct
'Processing',correct
'jellyfishX = -100',correct
'jellyfishY = PApplet.parseInt(random(200, 500));',correct
'{    narwhalY = narwhalY + speed;}',correct
'jello.display();',correct
'ellipse(narwhalX - 60, narwhalY - 30, 15, 15)',correct
'jellyfishColor',correct
'points.display();',correct
'boolean shootLaser;',correct
'triangle(narwhalX - 30, narwhalY - 75, narwhalX - 30, narwhalY + 75, narwhalX + 200, narwhalY + 75);',correct
'jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB)',correct
'fill(jellyfishColor)',correct
'false',correct
'text(score, textX, textY);',correct
'{    // defining the jellyfish    stroke(jellyfishColor);    fill(jellyfishColor);    arc(jellyfishX, jellyfishY, 50, 50, PI, 2 * PI);    for (int tentaclesX = jellyfishX - 25; tentaclesX < jellyfishX + 25; tentaclesX = tentaclesX + 11) {        rect(tentaclesX, jellyfishY, 5, 50);    }}',correct
'points = new Score();',correct
'laserX = laserX - 5',correct
'Jellyfish',correct
'jello = new Jellyfish();',correct
'narwhalX + 200',correct
'points = new Score()',correct
'stroke(255)',correct
'shootLaser = true',correct
'PApplet.parseInt(random(255))',correct
'rect(laserX, laserY, 30, 6);',correct
'dist(jellyfishX, jellyfishY, laserX, laserY) < 40',correct
'int score;',correct
'narwhalX = narwhalX + speed',correct
'1.0f',correct
'PApplet.parseInt(random(200, 500))',correct
'{    if (key == w) {        hans.moveUp();    }    if (key == a) {        hans.moveLeft();    }    if (key == s) {        hans.moveDown();    }    if (key == d) {        hans.moveRight();    }}',correct
'jellyfishColorG = PApplet.parseInt(random(255));',correct
'{    textSize(32);    textX = 830;    textY = 50;    score = 0;}',correct
'fill(100, 100, 255)',correct
'text(score, textX, textY)',correct
'void moveDown() {    narwhalY = narwhalY + speed;}',correct
'hans.display();',correct
'-250',correct
'hans.display()',correct
'jello.display()',correct
'rect(tentaclesX, jellyfishY, 5, 50);',correct
'speed = 20',correct
'int tentaclesX;',correct
'Jellyfish() {    jellyfishX = -100;    jellyfishY = PApplet.parseInt(random(200, 500));    // Every Jellyfish will have a different color    jellyfishColorR = PApplet.parseInt(random(0, 255));    jellyfishColorG = PApplet.parseInt(random(255));    jellyfishColorB = PApplet.parseInt(random(255));    jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);}',correct
'narwhalX > 1150',correct
'narwhalY = narwhalY + speed;',correct
'if (key == a) {    hans.moveLeft();}',correct
'narwhalX = narwhalX - speed;',correct
'{    narwhalX = narwhalX + speed;}',correct
'textSize(32);',correct
'{    narwhalX = -250;}',correct
'narwhalX = narwhalX + speed;',correct
'laserX',correct
'laserY',correct
'laserX = narwhalX - 237',correct
'void moveLeft() {    narwhalX = narwhalX - speed;}',correct
'{    narwhalX = width / 2;    narwhalY = height / 2;    // light grey    bodyColor = color(150, 150, 150);    laserX = narwhalX - 237;    laserY = narwhalY - 48;    speed = 20;}',correct
'score / 5',correct
'hans.shoot()',correct
'// getting shot or stabbed with the hornif (dist(jellyfishX, jellyfishY, laserX, laserY) < 40) {    jellyfishX = -100;    jellyfishY = PApplet.parseInt(random(200, 500));    jellyfishColorR = PApplet.parseInt(random(0, 255));    jellyfishColorG = PApplet.parseInt(random(255));    jellyfishColorB = PApplet.parseInt(random(255));    jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);    score = score + 1;}',correct
'narwhalY = narwhalY - speed;',correct
'narwhalY - 30',correct
'hans.moveUp();',correct
'jellyfishColorR = PApplet.parseInt(random(0, 255));',correct
'float laserY;',correct
'ocean = new Water()',correct
'tentaclesX = jellyfishX - 25',correct
'narwhalX - speed',correct
'jellyfishColorB',correct
'hans.moveRight()',correct
'key == d',correct
'waterX + 100',correct
'Water() {    waterY = 600;}',correct
'jellyfishColorG',correct
'score = 0;',correct
'jello = new Jellyfish()',correct
'-30',correct
'class Water {    int waterX;    int waterY;    Water() {        waterY = 600;    }    void display() {        // Water        fill(100, 100, 255);        stroke(100, 100, 255);        for (int waterX = 50; waterX < 900; waterX = waterX + 100) {            ellipse(waterX, waterY, 200, 200);        }    }}',correct
'arc(jellyfishX, jellyfishY, 50, 50, PI, 2 * PI)',correct
'narwhalX = 1150;',correct
'{    hans.shoot();}',correct
'key == a',correct
'narwhalX + 235',correct
'{    ellipse(waterX, waterY, 200, 200);}',correct
'key == w',correct
'// bodystroke(bodyColor);',correct
'void interact() {    // making the jellyfish accelerate the higher your score    jellyfishX = jellyfishX + score / 5 + 1;    // getting shot or stabbed with the horn    if (dist(jellyfishX, jellyfishY, laserX, laserY) < 40) {        jellyfishX = -100;        jellyfishY = PApplet.parseInt(random(200, 500));        jellyfishColorR = PApplet.parseInt(random(0, 255));        jellyfishColorG = PApplet.parseInt(random(255));        jellyfishColorB = PApplet.parseInt(random(255));        jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);        score = score + 1;    }    // resetting the game and score when a jellyfish reaches the end of the screen    if (jellyfishX > 950) {        score = 0;        jellyfishX = -100;        jellyfishY = PApplet.parseInt(random(200, 500));        jellyfishColorR = PApplet.parseInt(random(0, 255));        jellyfishColorG = PApplet.parseInt(random(255));        jellyfishColorB = PApplet.parseInt(random(255));        jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);    }}',correct
'score = score + 1;',DrawingStateChangeRule
'narwhalY - 48',correct
'{    rect(tentaclesX, jellyfishY, 5, 50);}',correct
'{    // Horn    fill(255);    stroke(255);    rect(narwhalX - 237, narwhalY - 50, 150, 10);    // head    stroke(bodyColor);    fill(bodyColor);    arc(narwhalX - 30, narwhalY, 150, 150, 1.0f * PI, 9);    stroke(0, 0, 0);    fill(0, 0, 0);    ellipse(narwhalX - 60, narwhalY - 30, 15, 15);    // body    stroke(bodyColor);    fill(bodyColor);    triangle(narwhalX - 30, narwhalY - 75, narwhalX - 30, narwhalY + 75, narwhalX + 200, narwhalY + 75);    // Back Fins    triangle(narwhalX + 200, narwhalY + 75, narwhalX + 235, narwhalY + 115, narwhalX + 235, narwhalY + 40);    // Front Fins    triangle(narwhalX - 30, narwhalY + 75, narwhalX + 30, narwhalY + 75, narwhalX + 15, narwhalY + 130);    // Laser    if (shootLaser == true) {        fill(255, 0, 0);        stroke(255, 0, 0);        rect(laserX, laserY, 30, 6);        laserX = laserX - 5;    }    if (laserX <= -30) {        shootLaser = false;    }    if (shootLaser == false) {        laserX = narwhalX - 237;        laserY = narwhalY - 48;    }    // Returning from off screen    if (narwhalX < -250) {        narwhalX = 1150;    }    if (narwhalX > 1150) {        narwhalX = -250;    }}',LongMethodRule
'key == s',correct
'Score points;',correct
'Jellyfish jello;',correct
'narwhalY + speed',correct
'float laserX;',correct
'hans.moveUp()',correct
'// skybluebackground(135, 206, 235);',correct
'ocean.display();',correct
'stroke(jellyfishColor)',correct
'// Front Finstriangle(narwhalX - 30, narwhalY + 75, narwhalX + 30, narwhalY + 75, narwhalX + 15, narwhalY + 130);',correct
'jellyfishX + 25',correct
'display',correct
'float speed;',correct
'new Score()',correct
'draw',correct
'{    hans = new Narwhal();    jello = new Jellyfish();    ocean = new Water();    points = new Score();}',correct
'narwhalY + 115',correct
'{    score = 0;    jellyfishX = -100;    jellyfishY = PApplet.parseInt(random(200, 500));    jellyfishColorR = PApplet.parseInt(random(0, 255));    jellyfishColorG = PApplet.parseInt(random(255));    jellyfishColorB = PApplet.parseInt(random(255));    jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);}',correct
'random(200, 500)',correct
'stroke(100, 100, 255);',correct
'void mousePressed() {    hans.shoot();}',correct
'ocean.display()',correct
'textX = 830;',correct
'shootLaser = false',correct
'jellyfishColorR',correct
'jellyfishColorG = PApplet.parseInt(random(255))',correct
'rect(tentaclesX, jellyfishY, 5, 50)',correct
'void keyPressed() {    if (key == w) {        hans.moveUp();    }    if (key == a) {        hans.moveLeft();    }    if (key == s) {        hans.moveDown();    }    if (key == d) {        hans.moveRight();    }}',correct
'textX = 830',correct
'laserX <= -30',correct
'narwhalX = width / 2',correct
'narwhalY - 50',correct
'{    narwhalX = narwhalX - speed;}',correct
'narwhalY = narwhalY - speed',correct
'jellyfishX > 950',correct
'if (laserX <= -30) {    shootLaser = false;}',correct
'fill(255, 0, 0)',correct
'jellyfishX = -100;',correct
'shootLaser == false',correct
'narwhalX + speed',correct
'hans.moveDown()',correct
'int jellyfishColorG;',correct
'// Laserif (shootLaser == true) {    fill(255, 0, 0);    stroke(255, 0, 0);    rect(laserX, laserY, 30, 6);    laserX = laserX - 5;}',correct
'points',correct
'shootLaser = true;',correct
'fill(255);',correct
'triangle(narwhalX - 30, narwhalY - 75, narwhalX - 30, narwhalY + 75, narwhalX + 200, narwhalY + 75)',correct
'rect(laserX, laserY, 30, 6)',correct
'hans.moveDown();',correct
'{    hans.moveUp();}',correct
'// Returning from off screenif (narwhalX < -250) {    narwhalX = 1150;}',correct
'{    narwhalY = narwhalY - speed;}',correct
'color(150, 150, 150)',correct
'if (key == w) {    hans.moveUp();}',correct
'fill(jellyfishColor);',correct
'narwhalY + 40',correct
'float narwhalX;',correct
'new Jellyfish()',correct
'void shoot() {    shootLaser = true;}',correct
'void',correct
'narwhalY + 130',correct
'void setup() {    hans = new Narwhal();    jello = new Jellyfish();    ocean = new Water();    points = new Score();}',correct
'jellyfishX + score / 5',correct
'narwhalX - 60',correct
'background(135, 206, 235)',correct
'int jellyfishX;',correct
'{    hans.moveDown();}',correct
'{    jellyfishX = -100;    jellyfishY = PApplet.parseInt(random(200, 500));    // Every Jellyfish will have a different color    jellyfishColorR = PApplet.parseInt(random(0, 255));    jellyfishColorG = PApplet.parseInt(random(255));    jellyfishColorB = PApplet.parseInt(random(255));    jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);}',correct
'narwhalX = narwhalX - speed',correct
'{    shootLaser = false;}',correct
'true',correct
'stroke(255, 0, 0);',correct
'void display() {    // Horn    fill(255);    stroke(255);    rect(narwhalX - 237, narwhalY - 50, 150, 10);    // head    stroke(bodyColor);    fill(bodyColor);    arc(narwhalX - 30, narwhalY, 150, 150, 1.0f * PI, 9);    stroke(0, 0, 0);    fill(0, 0, 0);    ellipse(narwhalX - 60, narwhalY - 30, 15, 15);    // body    stroke(bodyColor);    fill(bodyColor);    triangle(narwhalX - 30, narwhalY - 75, narwhalX - 30, narwhalY + 75, narwhalX + 200, narwhalY + 75);    // Back Fins    triangle(narwhalX + 200, narwhalY + 75, narwhalX + 235, narwhalY + 115, narwhalX + 235, narwhalY + 40);    // Front Fins    triangle(narwhalX - 30, narwhalY + 75, narwhalX + 30, narwhalY + 75, narwhalX + 15, narwhalY + 130);    // Laser    if (shootLaser == true) {        fill(255, 0, 0);        stroke(255, 0, 0);        rect(laserX, laserY, 30, 6);        laserX = laserX - 5;    }    if (laserX <= -30) {        shootLaser = false;    }    if (shootLaser == false) {        laserX = narwhalX - 237;        laserY = narwhalY - 48;    }    // Returning from off screen    if (narwhalX < -250) {        narwhalX = 1150;    }    if (narwhalX > 1150) {        narwhalX = -250;    }}',correct
'bodyColor',correct
'narwhalX < -250',correct
'int jellyfishColor;',correct
'narwhalX - 30',correct
'stroke(255);',correct
'interact',correct
'ellipse(waterX, waterY, 200, 200);',correct
'int tentaclesX = jellyfishX - 25',correct
'{    narwhalX = 1150;}',correct
'fill(0, 0, 0);',correct
'ellipse(waterX, waterY, 200, 200)',correct
'laserY = narwhalY - 48;',DrawingStateChangeRule
'for (int waterX = 50; waterX < 900; waterX = waterX + 100) {    ellipse(waterX, waterY, 200, 200);}',correct
'{    laserX = narwhalX - 237;    laserY = narwhalY - 48;}',correct
'jello',correct
'tentaclesX',correct
'narwhalX = -250',correct
'void display() {    // defining the jellyfish    stroke(jellyfishColor);    fill(jellyfishColor);    arc(jellyfishX, jellyfishY, 50, 50, PI, 2 * PI);    for (int tentaclesX = jellyfishX - 25; tentaclesX < jellyfishX + 25; tentaclesX = tentaclesX + 11) {        rect(tentaclesX, jellyfishY, 5, 50);    }}',correct
'// Hornfill(255);',correct
'tentaclesX < jellyfishX + 25',correct
'textY = 50',correct
'{    // making the jellyfish accelerate the higher your score    jellyfishX = jellyfishX + score / 5 + 1;    // getting shot or stabbed with the horn    if (dist(jellyfishX, jellyfishY, laserX, laserY) < 40) {        jellyfishX = -100;        jellyfishY = PApplet.parseInt(random(200, 500));        jellyfishColorR = PApplet.parseInt(random(0, 255));        jellyfishColorG = PApplet.parseInt(random(255));        jellyfishColorB = PApplet.parseInt(random(255));        jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);        score = score + 1;    }    // resetting the game and score when a jellyfish reaches the end of the screen    if (jellyfishX > 950) {        score = 0;        jellyfishX = -100;        jellyfishY = PApplet.parseInt(random(200, 500));        jellyfishColorR = PApplet.parseInt(random(0, 255));        jellyfishColorG = PApplet.parseInt(random(255));        jellyfishColorB = PApplet.parseInt(random(255));        jellyfishColor = color(jellyfishColorR, jellyfishColorG, jellyfishColorB);    }}',correct
'stroke(0, 0, 0);',correct
'void display() {    fill(255);    text(score, textX, textY);}',correct
'ocean = new Water();',correct
'jello.interact();',correct
'stroke(255, 0, 0)',correct
'laserX = narwhalX - 237;',correct
'void moveRight() {    narwhalX = narwhalX + speed;}',correct
'speed = 20;',correct
'hans.moveLeft();',correct
'void display() {    // Water    fill(100, 100, 255);    stroke(100, 100, 255);    for (int waterX = 50; waterX < 900; waterX = waterX + 100) {        ellipse(waterX, waterY, 200, 200);    }}',correct
'{    shootLaser = true;}',correct
'width / 2',correct
'for (int tentaclesX = jellyfishX - 25; tentaclesX < jellyfishX + 25; tentaclesX = tentaclesX + 11) {    rect(tentaclesX, jellyfishY, 5, 50);}',correct
